auid,compound,status,output_file,source_file,source_url,aurl,catalog,species,nspecies,natoms,spacegroup_orig,spacegroup_relax,pearson_orig,pearson_relax,prototype_orig,prototype_relax,band_gap_eV,formation_enthalpy_eV_atom,aflowlib_date,aflowlib_version,error
aflow:1fa7cc68ad47c780,Cl4Na4O12,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\Cl4Na4O12__ICSD__1fa7cc68ad47c780.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Cl1Na1O3_ICSD_26684,ICSD,"Cl,Na,O",3,20,198,198,cP20,cP20,ABC3_cP20_198_a_a_b,ABC3_cP20_198_a_a_b,5.6551,-0.695692,"['20140202_13:41:49_GMT-5', '20140202_22:23:20_GMT-5', '20210901_15:32:50_GMT-4']",3.2.11,
aflow:1fb691f125cd0601,N2Na2O6,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\N2Na2O6__ICSD__1fb691f125cd0601.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/RHL/N1Na1O3_ICSD_16709,ICSD,"N,Na,O",3,10,167,167,hR10,hR10,ABC3_hR10_167_a_b_e,ABC3_hR10_167_a_b_e,2.9593,-0.973279,"['20140710_19:01:58_GMT-4', '20140710_23:08:28_GMT-4', '20210830_21:18:56_GMT-4']",3.2.11,
aflow:20a3b149823c6ab8,B4H16Na4,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\B4H16Na4__ICSD__20a3b149823c6ab8.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/B1H4Na1_ICSD_166446,ICSD,"B,H,Na",3,24,62,62,oP24,oP24,AB4C_oP24_62_c_2cd_c,AB4C_oP24_62_c_2cd_c,6.5525,-0.326078,"['20140603_22:48:31_GMT-5', '20140604_14:39:47_GMT-5', '20210528_16:46:43_GMT-5']",3.2.9,
aflow:2262e9102f53214c,F18Na6Si3,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\F18Na6Si3__ICSD__2262e9102f53214c.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/F6Na2Si1_ICSD_16598,ICSD,"F,Na,Si",3,27,150,150,hP27,hP27,A6B2C_hP27_150_3g_ef_ad,A6B2C_hP27_150_3g_ef_ad,6.9888,-3.10915,"['20140803_06:22:29_GMT-5', '20140804_19:54:23_GMT-5', '20210525_11:38:02_GMT-5']",3.2.9,
aflow:229155b35ab22f12,N2Na2O6,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\N2Na2O6__ICSD__229155b35ab22f12.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/RHL/N1Na1O3_ICSD_180913,ICSD,"N,Na,O",3,10,167,167,hR10,hR10,ABC3_hR10_167_a_b_e,ABC3_hR10_167_a_b_e,2.9564,-0.973872,"['20141023_12:01:58_GMT-4', '20141023_19:23:32_GMT-4', '20210830_20:30:11_GMT-4']",3.2.11,
aflow:237ed72c6af02231,C1Na4O4,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\C1Na4O4__ICSD__237ed72c6af02231.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/C1Na4O4_ICSD_245411,ICSD,"C,Na,O",3,9,5,5,mS18,mS18,AB4C4_mC18_5_a_2c_2c,AB4C4_mC18_5_a_2c_2c,2.192,-1.44715,"['20140801_22:31:39_GMT-4', '20140803_04:05:24_GMT-4', '20210902_15:40:35_GMT-4']",3.2.11,
aflow:2434ad289d13519a,H1Na1,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\H1Na1__ICSD__2434ad289d13519a.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/H1Na1_ICSD_33670,ICSD,"H,Na",2,2,225,225,cF8,cF8,AB_cF8_225_b_a,AB_cF8_225_b_a,3.8156,-0.193635,"['20150120_08:20:10_GMT-5', '20150120_09:05:54_GMT-5', '20210523_13:24:14_GMT-5']",3.2.9,
aflow:244a2fd8c64e65cd,C2Na4O6,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\C2Na4O6__ICSD__244a2fd8c64e65cd.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/C1Na2O3_ICSD_80990,ICSD,"C,Na,O",3,12,12,12,mS24,mS24,AB2C3_mC24_12_i_aci_ij,AB2C3_mC24_12_i_aci_ij,3.824,-1.74783,"['20140724_01:52:49_GMT-4', '20140725_04:25:39_GMT-4', '20210902_10:04:38_GMT-4']",3.2.11,
aflow:253b8b14964c47b7,N2Na2O6,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\N2Na2O6__ICSD__253b8b14964c47b7.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/RHL/N1Na1O3_ICSD_67287,ICSD,"N,Na,O",3,10,167,167,hR10,hR10,ABC3_hR10_167_a_b_e,ABC3_hR10_167_a_b_e,2.956,-0.973976,"['20141024_14:42:08_GMT-4', '20141027_20:13:59_GMT-4', '20210830_17:30:07_GMT-4']",3.2.11,
aflow:25bb82189ada030c,Na8O12Se4,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\Na8O12Se4__ICSD__25bb82189ada030c.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCL/Na2O3Se1_ICSD_280941,ICSD,"Na,O,Se",3,24,14,14,mP24,mP24,A2B3C_mP24_14_2e_3e_e,A2B3C_mP24_14_2e_3e_e,4.2405,-1.47171,"['20140919_20:23:22_GMT-5', '20140921_09:20:47_GMT-5', '20210619_04:03:12_GMT-5']",3.2.9,
aflow:260a1544d1a5c672,Na4O8S2,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\Na4O8S2__ICSD__260a1544d1a5c672.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Na2O4S1_ICSD_66554,ICSD,"Na,O,S",3,14,63,63,oS28,oS28,A2B4C_oC28_63_ac_fg_c,A2B4C_oC28_63_ac_fg_c,5.0019,-1.83239,"['20141111_06:21:57_GMT-5', '20141111_14:58:50_GMT-5', '20210831_09:07:29_GMT-4']",3.2.11,
aflow:26900457ce5ddaf2,Na4O8Se2,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\Na4O8Se2__ICSD__26900457ce5ddaf2.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCF/Na2O4Se1_ICSD_15816,ICSD,"Na,O,Se",3,14,70,70,oF56,oF56,A2B4C_oF56_70_g_h_a,A2B4C_oF56_70_g_h_a,3.3314,-1.35653,"['20091226_20:01:58_GMT-5', '20091227_01:18:25_GMT-5', '20210831_23:59:48_GMT-4']",3.2.11,
aflow:27034b38f679fbb6,Br1Na1,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\Br1Na1__ICSD__27034b38f679fbb6.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Br1Na1_ICSD_41440,ICSD,"Br,Na",2,2,225,225,cF8,cF8,AB_cF8_225_b_a,AB_cF8_225_b_a,4.1288,-1.60697,"['20140616_22:51:17_GMT-5', '20140616_23:23:10_GMT-5', '20210522_21:57:15_GMT-5']",3.2.9,
aflow:27953042a5e1ff0d,Na6O6,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\Na6O6__ICSD__27953042a5e1ff0d.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Na2O2_ICSD_26575,ICSD,"Na,O",2,12,189,189,hP12,hP12,AB_hP12_189_fg_eh,AB_hP12_189_fg_eh,1.7514,-1.08335,"['20140822_10:24:54_GMT-5', '20140822_13:34:40_GMT-5', '20210616_15:20:26_GMT-5']",3.2.9,
aflow:27dac87b18af8021,B1H4Na1,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\B1H4Na1__ICSD__27dac87b18af8021.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/B1H4Na1_ICSD_182733,ICSD,"B,H,Na",3,6,216,216,cF24,cF24,AB4C_cF24_216_a_e_b,AB4C_cF24_216_b_e_a,6.6303,-0.317252,"['20140930_23:56:37_GMT-5', '20141001_02:12:08_GMT-5', '20210522_18:44:02_GMT-5']",3.2.9,
aflow:281569ec9afc085d,Cl1F1Na6O8S2,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\Cl1F1Na6O8S2__ICSD__281569ec9afc085d.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl1F1Na6O8S2_ICSD_52291,ICSD,"Cl,F,Na,O,S",5,18,225,225,cF72,cF72,ABC6D8E2_cF72_225_b_a_e_f_c,ABC6D8E2_cF72_225_b_a_e_f_c,4.7919,-1.94769,"['20141122_22:17:03_GMT-5', '20141123_16:48:27_GMT-5', '20210831_22:10:00_GMT-4']",3.2.11,
aflow:281cba5a24b471e7,Na4O12Sb4,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\Na4O12Sb4__ICSD__281cba5a24b471e7.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Na1O3Sb1_ICSD_98978,ICSD,"Na,O,Sb",3,20,62,62,oP20,oP20,AB3C_oP20_62_c_cd_a,AB3C_oP20_62_c_cd_a,1.279,-1.61939,"['20150111_10:10:03_GMT-5', '20150111_17:40:44_GMT-5', '20210622_03:22:31_GMT-5']",3.2.9,
aflow:285f07deb1fdc55b,H8N4Na4,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\H8N4Na4__ICSD__285f07deb1fdc55b.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCF/H2N1Na1_ICSD_14007,ICSD,"H,N,Na",3,16,70,70,oF64,oF64,A2BC_oF64_70_h_g_e,A2BC_oF64_70_h_e_f,1.847,-0.36599,"['20150117_05:03:41_GMT-5', '20150118_05:45:24_GMT-5', '20210831_23:35:17_GMT-4']",3.2.11,
aflow:29864c44ffd4584f,C4H8Na8O16,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\C4H8Na8O16__ICSD__29864c44ffd4584f.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/C1H2Na2O4_ICSD_15959,ICSD,"C,H,Na,O",4,36,29,29,oP36,oP36,AB2C2D4_oP36_29_a_2a_2a_4a,AB2C2D4_oP36_29_a_2a_2a_4a,4.1795,-1.52254,"['20140512_18:45:32_GMT-4', '20140523_21:09:38_GMT-4', '20210902_03:31:24_GMT-4']",3.2.11,
aflow:29edb8ef45c1bb70,C2Na4O6,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\C2Na4O6__ICSD__29edb8ef45c1bb70.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/C1Na2O3_ICSD_80993,ICSD,"C,Na,O",3,12,12,12,mS24,mS24,AB2C3_mC24_12_i_aci_ij,AB2C3_mC24_12_i_aci_ij,3.807,-1.74766,"['20140803_08:09:24_GMT-4', '20140804_12:13:19_GMT-4', '20210902_09:14:07_GMT-4']",3.2.11,
aflow:2a0dca28d65b2f87,H8I2Na2O4,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\H8I2Na2O4__ICSD__2a0dca28d65b2f87.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TRI/H4I1Na1O2_ICSD_23134,ICSD,"H,I,Na,O",4,16,2,2,aP16,aP16,A4BCD2_aP16_2_4i_i_i_2i,A4BCD2_aP16_2_4i_i_i_2i,3.7153,-1.10613,"['20141226_21:01:38_GMT-5', '20141228_14:09:03_GMT-5', '20210831_02:24:17_GMT-4']",3.2.11,
aflow:2aa6824f45ac2d45,Na4O14S4,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\Na4O14S4__ICSD__2aa6824f45ac2d45.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TRI/Na2O7S2_ICSD_413049,ICSD,"Na,O,S",3,22,2,2,aP22,aP22,A2B7C2_aP22_2_2i_7i_2i,A2B7C2_aP22_2_2i_7i_2i,5.0963,-1.64195,"['20160124_15:44:11_GMT-5', '20160126_07:49:53_GMT-5', '20210831_04:01:56_GMT-4']",3.2.11,
aflow:2b2c17aa7de68b22,Na8O10Te2,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\Na8O10Te2__ICSD__2b2c17aa7de68b22.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TRI/Na4O5Te1_ICSD_202325,ICSD,"Na,O,Te",3,20,2,2,aP20,aP20,A4B5C_aP20_2_bd3i_5i_i,A4B5C_aP20_2_bd3i_5i_i,1.9893,-1.55214,"['20150122_08:19:18_GMT-5', '20150123_03:59:58_GMT-5', '20210831_06:55:33_GMT-4']",3.2.11,
aflow:2bed22fbf0082a1b,B2H16Na2O14,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\B2H16Na2O14__ICSD__2bed22fbf0082a1b.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TRI/B2H16Na2O14_ICSD_30532,ICSD,"B,H,Na,O",4,34,2,2,aP34,aP34,AB8CD7_aP34_2_i_8i_ad_7i,AB8CD7_aP34_2_i_8i_ad_7i,3.8726,-1.24642,"['20140307_22:16:19_GMT-5', '20140311_08:12:17_GMT-4', '20210831_01:31:16_GMT-4']",3.2.11,
aflow:2d4573663fd8d213,H2Na2O2,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\H2Na2O2__ICSD__2d4573663fd8d213.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCL/H1Na1O1_ICSD_41231,ICSD,"H,Na,O",3,6,11,11,mP6,mP6,ABC_mP6_11_e_e_e,ABC_mP6_11_e_e_e,2.8386,-1.33425,"['20140629_16:14:36_GMT-4', '20140629_20:19:14_GMT-4', '20210901_00:36:59_GMT-4']",3.2.11,
aflow:2d9e6a82d791a4c9,H24Na4O24P4,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\H24Na4O24P4__ICSD__2d9e6a82d791a4c9.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/H6Na1O6P1_ICSD_66,ICSD,"H,Na,O,P",4,56,19,19,oP56,oP56,A6BC6D_oP56_19_6a_a_6a_a,A6BC6D_oP56_19_6a_a_6a_a,5.2212,-1.49545,"['20140718_21:10:40_GMT-4', '20140722_02:08:27_GMT-4', '20210902_07:28:30_GMT-4']",3.2.11,
aflow:2defbfacddc96a4f,C4Na4O8,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\C4Na4O8__ICSD__2defbfacddc96a4f.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCL/C2Na2O4_ICSD_171459,ICSD,"C,Na,O",3,16,14,14,mP16,mP16,ABC2_mP16_14_e_e_2e,ABC2_mP16_14_e_e_2e,3.3875,-1.55648,"['20140609_14:33:35_GMT-4', '20140609_21:41:39_GMT-4', '20210901_02:22:51_GMT-4']",3.2.11,
aflow:2dfdc16627813eb7,Na8S20,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\Na8S20__ICSD__2dfdc16627813eb7.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Na2S5_ICSD_38349,ICSD,"Na,S",2,28,62,62,oP28,oP28,A2B5_oP28_62_ac_c2d,A2B5_oP28_62_ac_c2d,1.7579,-0.499418,"['20140805_03:48:57_GMT-5', '20140806_19:01:22_GMT-5', '20210529_20:52:24_GMT-5']",3.2.9,
aflow:2e3942b60ac19e53,N3Na1,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\N3Na1__ICSD__2e3942b60ac19e53.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/RHL/N3Na1_ICSD_34267,ICSD,"N,Na",2,4,166,166,hR4,hR4,A3B_hR4_166_bc_a,A3B_hR4_166_bc_a,3.9889,-0.118477,"['20140818_18:30:03_GMT-4', '20140818_21:21:08_GMT-4', '20210830_17:49:22_GMT-4']",3.2.11,
aflow:2e6543182d93af9f,Na2S1,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\Na2S1__ICSD__2e6543182d93af9f.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Na2S1_ICSD_644962,ICSD,"Na,S",2,3,225,225,cF12,cF12,A2B_cF12_225_c_a,A2B_cF12_225_c_a,2.4961,-1.07516,"['20140925_17:30:52_GMT-5', '20140925_18:41:05_GMT-5', '20210523_19:54:48_GMT-5']",3.2.9,
aflow:2eb9aa924f5dc242,H20Na4O10S2,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\H20Na4O10S2__ICSD__2eb9aa924f5dc242.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/H10Na2O5S1_ICSD_201545,ICSD,"H,Na,O,S",4,36,63,63,oS72,oS72,A10B2C5D_oC72_63_g2h_ac_ch_c,A10B2C5D_oC72_63_g2h_ac_ch_c,3.3537,-1.06521,"['20170419_16:15:31_GMT-4', '20170419_21:44:49_GMT-4', '20210831_08:12:45_GMT-4']",3.2.11,
aflow:2f322e7829c3dd82,B2H4Na2O14Si4,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\B2H4Na2O14Si4__ICSD__2f322e7829c3dd82.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCL/B1H2Na1O7Si2_ICSD_12134,ICSD,"B,H,Na,O,Si",5,26,4,4,mP26,mP26,AB2CD7E2_mP26_4_a_2a_a_7a_2a,AB2CD7E2_mP26_4_a_2a_a_7a_2a,4.0562,-2.16574,"['20140706_15:43:12_GMT-4', '20140708_23:15:27_GMT-4', '20210901_10:18:49_GMT-4']",3.2.11,
aflow:2f4b5e32510830a0,Cl1Na1,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\Cl1Na1__ICSD__2f4b5e32510830a0.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl1Na1_ICSD_44277,ICSD,"Cl,Na",2,2,225,225,cF8,cF8,AB_cF8_225_b_a,AB_cF8_225_b_a,5.0506,-1.83933,"['20140925_04:28:35_GMT-5', '20140925_05:18:56_GMT-5', '20210523_03:04:37_GMT-5']",3.2.9,
aflow:2fb519205b6bf9c7,B6F12Na6O6,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\B6F12Na6O6__ICSD__2fb519205b6bf9c7.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/B3F6Na3O3_ICSD_424505,ICSD,"B,F,Na,O",4,30,15,15,mS60,mS60,AB2CD_mC60_15_ef_3f_af_ef,AB2CD_mC60_15_ef_3f_af_ef,6.2445,-2.76346,"['20161011_06:58:59_GMT-4', '20161012_01:40:58_GMT-4', '20210902_08:59:49_GMT-4']",3.2.11,
aflow:30557516b8984c2b,Na4O6S2,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\Na4O6S2__ICSD__30557516b8984c2b.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Na2O3S1_ICSD_4432,ICSD,"Na,O,S",3,12,147,147,hP12,hP12,A2B3C_hP12_147_abd_g_d,A2B3C_hP12_147_abd_g_d,4.9711,-1.69891,"['20141226_12:58:16_GMT-5', '20141227_03:56:07_GMT-5', '20210831_16:25:09_GMT-4']",3.2.11,
aflow:30b515df88e0033e,Na12Sb4Se12,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\Na12Sb4Se12__ICSD__30b515df88e0033e.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Na3Sb1Se3_ICSD_425125,ICSD,"Na,Sb,Se",3,28,198,198,cP28,cP28,A3BC3_cP28_198_3a_a_b,A3BC3_cP28_198_3a_a_b,1.9913,-0.875701,"['20150623_18:28:08_GMT-5', '20150624_04:35:05_GMT-5', '20210708_11:01:16_GMT-5']",3.2.10,
aflow:30b9e3cf353e061e,Na2Se1,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\Na2Se1__ICSD__30b9e3cf353e061e.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Na2Se1_ICSD_645027,ICSD,"Na,Se",2,3,225,225,cF12,cF12,A2B_cF12_225_c_a,A2B_cF12_225_c_a,2.0632,-1.07414,"['20140926_00:37:41_GMT-5', '20140926_04:10:50_GMT-5', '20210523_19:56:23_GMT-5']",3.2.9,
aflow:30fa9981448d51ad,Cl2Na2O8,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\Cl2Na2O8__ICSD__30fa9981448d51ad.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Cl1Na1O4_ICSD_200405,ICSD,"Cl,Na,O",3,12,63,63,oS24,oS24,ABC4_oC24_63_c_c_fg,ABC4_oC24_63_c_c_fg,5.4438,-0.575712,"['20141029_02:54:46_GMT-4', '20141029_10:11:32_GMT-4', '20210831_07:41:06_GMT-4']",3.2.11,
aflow:3168df06effa6f6b,B2C8N8Na2,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\B2C8N8Na2__ICSD__3168df06effa6f6b.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/B1C4N4Na1_ICSD_414559,ICSD,"B,C,N,Na",4,20,227,227,cF80,cF80,AB4C4D_cF80_227_a_e_e_b,AB4C4D_cF80_227_b_e_e_a,6.5165,0.0067418,"['20150103_20:46:52_GMT-5', '20150104_14:18:03_GMT-5', '20210831_20:22:41_GMT-4']",3.2.11,
aflow:31d4132a82f531b9,C2Na4O6,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\C2Na4O6__ICSD__31d4132a82f531b9.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/C1Na2O3_ICSD_81006,ICSD,"C,Na,O",3,12,194,194,hP12,hP12,AB2C3_hP12_194_c_ad_h,AB2C3_hP12_194_c_ad_h,3.1681,-1.73347,"['20141101_01:15:56_GMT-4', '20141101_09:22:52_GMT-4', '20210831_16:51:30_GMT-4']",3.2.11,
aflow:321c2ce314581cb2,Na8O12S8,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\Na8O12S8__ICSD__321c2ce314581cb2.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCL/Na2O3S2_ICSD_60026,ICSD,"Na,O,S",3,28,14,14,mP28,mP28,A2B3C2_mP28_14_2e_3e_2e,A2B3C2_mP28_14_2e_3e_2e,3.9107,-1.43361,"['20160707_18:35:12_GMT-4', '20160716_14:27:20_GMT-4', '20210901_03:51:46_GMT-4']",3.2.11,
aflow:32b8511bd4f41e91,C4N4Na4S4,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\C4N4Na4S4__ICSD__32b8511bd4f41e91.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/C1N1Na1S1_ICSD_22273,ICSD,"C,N,Na,S",4,16,62,62,oP16,oP16,ABCD_oP16_62_c_c_c_c,ABCD_oP16_62_c_c_c_c,4.0568,-0.315115,"['20140816_00:37:50_GMT-4', '20140817_00:45:46_GMT-4', '20210901_23:57:35_GMT-4']",3.2.11,
aflow:32be5ddc2d145d37,C2Na4O6,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\C2Na4O6__ICSD__32be5ddc2d145d37.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/C1Na2O3_ICSD_80986,ICSD,"C,Na,O",3,12,12,12,mS24,mS24,AB2C3_mC24_12_i_aci_ij,AB2C3_mC24_12_i_aci_ij,3.8277,-1.74785,"['20140811_20:34:21_GMT-4', '20140812_09:04:02_GMT-4', '20210902_12:14:47_GMT-4']",3.2.11,
aflow:3330dc97b6546b79,Ge2Na8O8,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\Ge2Na8O8__ICSD__3330dc97b6546b79.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TRI/Ge1Na4O4_ICSD_62595,ICSD,"Ge,Na,O",3,18,2,2,aP18,aP18,AB4C4_aP18_2_i_4i_4i,AB4C4_aP18_2_i_4i_4i,2.8157,-1.7184,"['20141122_22:20:16_GMT-5', '20141126_06:09:58_GMT-5', '20210624_10:18:54_GMT-5']",3.2.9,
aflow:343aceab99f50c5f,Na4O8S2,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\Na4O8S2__ICSD__343aceab99f50c5f.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Na2O4S1_ICSD_100458,ICSD,"Na,O,S",3,14,63,63,oS28,oS28,A2B4C_oC28_63_ac_fg_c,A2B4C_oC28_63_ac_fg_c,4.9995,-1.83243,"['20141111_11:12:32_GMT-5', '20141111_18:13:35_GMT-5', '20210831_08:46:54_GMT-4']",3.2.11,
aflow:34597bd59ffc4957,B4H16Na4,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\B4H16Na4__ICSD__34597bd59ffc4957.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/B1H4Na1_ICSD_181025,ICSD,"B,H,Na",3,24,62,62,oP24,oP24,AB4C_oP24_62_c_2cd_c,AB4C_oP24_62_c_2cd_c,6.5187,-0.326104,"['20160229_01:34:54_GMT-5', '20160229_08:18:18_GMT-5', '20210528_16:46:50_GMT-5']",3.2.9,
aflow:35c5c4172abaa9db,Na2Te1,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\Na2Te1__ICSD__35c5c4172abaa9db.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Na2Te1_ICSD_76553,ICSD,"Na,Te",2,3,225,225,cF12,cF12,A2B_cF12_225_c_a,A2B_cF12_225_c_a,2.0659,-0.937421,"['20140926_06:05:36_GMT-5', '20140926_07:13:02_GMT-5', '20210523_19:58:02_GMT-5']",3.2.9,
aflow:35ccbd70517c2bc4,C4H20Na4O16,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\C4H20Na4O16__ICSD__35ccbd70517c2bc4.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/C1H5Na1O4_ICSD_151358,ICSD,"C,H,Na,O",4,44,64,64,oS88,oS88,AB5CD4_oC88_64_f_3fg_d_e3f,AB5CD4_oC88_64_f_3fg_d_e3f,4.7708,-1.15494,"['20170612_20:35:36_GMT-4', '20170612_23:24:35_GMT-4', '20210831_07:49:28_GMT-4']",3.2.11,
aflow:35f87e1e50314457,Br1Na1,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\Br1Na1__ICSD__35f87e1e50314457.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Br1Na1_ICSD_61672,ICSD,"Br,Na",2,2,225,225,cF8,cF8,AB_cF8_225_b_a,AB_cF8_225_b_a,4.1296,-1.60673,"['20140512_18:40:14_GMT-5', '20140513_05:41:53_GMT-5', '20210522_21:58:03_GMT-5']",3.2.9,
